vsid,weight,gender,age_group4,education,income,region,metro,race,hispanic,pid_base,pid_lean,vote_2024,votechoice_2024
422ddc6c-96cd-48f9-96f2-49c49cd2a59f,0.656209215,Female,30-49,Post-graduate degree,"$100,000 to under $150,000",Northeast,Metropolitan,Asian or Asian-American,No,Democrat,,I voted,Kamala Harris
5d06eb18-abe3-46e1-b3fd-8880e4f5debf,0.821668055,Male,65+,Post-graduate degree,"$50,000 to under $75,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
d7389d73-94a5-4351-926b-fee8b553a82b,1.802952621,Male,65+,High school graduate or GED,"$100,000 to under $150,000",West,Metropolitan,Asian or Asian-American,No,Republican,,I voted,Donald Trump
d6090d3a-b0e5-4709-91d1-f9a4a863dbd3,1.587794932,Male,50-64,High school graduate or GED,"$150,000 to under $200,000",West,Metropolitan,White,Yes,Republican,,I voted,Donald Trump
cb98dc8b-2684-4937-a82c-7d4f061feb16,0.794798233,Male,30-49,Post-graduate degree,"$100,000 to under $150,000",Northeast,Metropolitan,White,No,Republican,,I voted,Donald Trump
e9d2c60a-97fd-42be-94bb-9943ddfdde1b,1.65656212,Male,18-29,High school graduate or GED,"Less than $15,000",South,Metropolitan,White,Yes,Republican,,I voted,Donald Trump
ec3adb9e-429c-4304-8709-47f71b5bb1e6,1.790018304,Female,18-29,High school graduate or GED,"Less than $15,000",South,Metropolitan,Black or African-American,No,Democrat,,I did not vote,
4ae91073-df13-41ed-98e1-f65c4293c2b3,1.930429135,Male,18-29,"Some college, no degree","$100,000 to under $150,000",West,Metropolitan,Mixed race,Yes,Republican,,I voted,Donald Trump
1839c694-5ff3-4f4c-8f8d-508ea463ab8c,0.790298631,Male,65+,Post-graduate degree,"$100,000 to under $150,000",South,Metropolitan,White,No,Independent,Neither,I voted,Kamala Harris
f162565e-1705-4417-8bf8-62622aad2aab,0.634573351,Male,30-49,Post-graduate degree,"$100,000 to under $150,000",South,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
2f647890-5d3a-49f3-9ac2-e26f3b07cac9,2.097570513,Female,30-49,High school graduate or GED,"More than $200,000",South,Metropolitan,Mixed race,Yes,Independent,Neither,I did not vote,
fc98443c-ffb1-49f1-a3d0-edc438e98ced,0.733929223,Male,18-29,"Some college, no degree","Less than $15,000",South,Metropolitan,White,No,Independent,Neither,I voted,Donald Trump
8e2c2572-1f98-4e27-bfe8-96a30ccdc562,0.759133541,Female,65+,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
a67fc023-2f53-4512-9aca-da5ab43d79d6,0.478963388,Male,30-49,"Some college, no degree","Less than $15,000",South,Non-metro,White,No,Republican,,I voted,Donald Trump
adb201e4-5a0c-4408-adf3-0117d5cbff8c,0.894410202,Female,30-49,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,No,Democrat,,I voted,Donald Trump
f5f6fbc2-62c4-4442-ae78-60cf8786e6c3,1.296679129,Male,50-64,"Some college, no degree","$50,000 to under $75,000",South,Metropolitan,Black or African-American,No,Other or none,Neither,I did not vote,
0e8090af-848f-4bed-871e-90190f2cdb71,0.886934925,Female,18-29,High school graduate or GED,"Less than $15,000",West,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
720cc7d6-071f-43c7-8f89-0853c40407ea,0.674277227,Female,65+,Post-graduate degree,"$50,000 to under $75,000",Midwest,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
1df9512c-c0c0-46b7-9b1f-94cf1ed2bdf9,0.641883513,Male,30-49,"Some college, no degree","$50,000 to under $75,000",Midwest,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
ad62971d-37d1-4b05-b88e-5b5673f119b7,0.989842945,Male,65+,Post-graduate degree,"$75,000 to under $100,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
4b534bd1-c2e3-413c-bfe2-e325481a822c,2.269538215,Female,50-64,High school graduate or GED,"$50,000 to under $75,000",Northeast,Metropolitan,White,Yes,Democrat,,I was not registered to vote,
d448ba48-0c32-4f45-bee2-8610815cbf69,1.721679462,Female,18-29,High school graduate or GED,"Less than $15,000",South,Metropolitan,Black or African-American,No,Independent,Neither,I did not vote,
0b074ea9-d4b0-481c-8f8c-056f8504d509,0.809006537,Female,30-49,2-year or associate degree,"$15,000 to under $50,000",West,Metropolitan,Some other race,Yes,Independent,Neither,I did not vote,
872ee532-7224-453b-a76a-18535921c956,0.634573351,Male,30-49,4-year or bachelor degree,"$75,000 to under $100,000",South,Metropolitan,White,No,Other or none,The Democratic Party,I voted,Kamala Harris
8789e4e1-9ad7-4e06-8c34-cc3db06e9afc,1.266510411,Male,30-49,High school graduate or GED,"$50,000 to under $75,000",West,Metropolitan,Some other race,Yes,Democrat,,I voted,Kamala Harris
bb645c8b-08cf-4f73-bdb4-18433c03150d,2.160935992,Female,18-29,High school graduate or GED,"Less than $15,000",Northeast,Metropolitan,Asian or Asian-American,No,Other or none,The Democratic Party,I was not registered to vote,
9a751269-f1c6-4c3d-a837-f8f16d0e7a5c,2.277433171,Female,18-29,High school graduate or GED,"$15,000 to under $50,000",West,Metropolitan,White,Yes,Other or none,The Republican Party,I did not vote,
160944ee-ff95-4478-a632-229b93461015,1.806965378,Male,18-29,High school graduate or GED,"More than $200,000",Midwest,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
4a6a7af2-863e-4746-987b-a287c547ff6c,0.696773545,Female,30-49,"Some college, no degree","$50,000 to under $75,000",West,Metropolitan,Native American or American Indian,Yes,Independent,Neither,I voted,Kamala Harris
649a4a6c-5654-4754-865b-94a305650465,0.674277227,Female,65+,Post-graduate degree,"$75,000 to under $100,000",Northeast,Metropolitan,White,No,Independent,The Republican Party,I voted,Kamala Harris
d8898493-26d5-4f3f-8ff7-18c125ffc282,0.964230155,Male,50-64,Post-graduate degree,"More than $200,000",West,Metropolitan,Asian or Asian-American,No,Republican,,I voted,Donald Trump
504db7b4-3acf-49aa-8346-f9c7b9f10e0a,1.014876656,Female,30-49,4-year or bachelor degree,"$75,000 to under $100,000",South,Metropolitan,Black or African-American,No,Other or none,Neither,I did not vote,
042d20b3-8799-4eac-84e4-e69a61ea2cb3,0.790298631,Male,65+,Post-graduate degree,"$75,000 to under $100,000",Midwest,Non-metro,White,No,Independent,The Democratic Party,I voted,Kamala Harris
2e73d960-2afe-4268-80f5-8fd5148533ff,0.794798233,Male,30-49,4-year or bachelor degree,"$50,000 to under $75,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
c47629d5-c4e1-4a81-a265-cc72b9daa978,0.395000298,Male,50-64,Post-graduate degree,"Less than $15,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
7c30e650-e5a0-439e-8b89-e4be4e8b3874,0.541413515,Female,30-49,4-year or bachelor degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Independent,The Republican Party,I voted,Kamala Harris
c9ed8980-d055-4d95-b2a2-4d29e99e5335,1.582542489,Male,18-29,"Some college, no degree","$75,000 to under $100,000",South,Metropolitan,Black or African-American,No,Democrat,,,
e37d9fa8-275f-4485-b904-940cde75a221,0.799402717,Male,65+,2-year or associate degree,"$75,000 to under $100,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
eae05f8e-c829-4eb5-b0d7-9035a6804314,0.738202221,Male,30-49,4-year or bachelor degree,"$100,000 to under $150,000",Midwest,Metropolitan,Black or African-American,No,Republican,,I voted,Donald Trump
ae8a45e5-4444-4c33-9be2-8822961bff34,0.613360837,Male,50-64,4-year or bachelor degree,"$100,000 to under $150,000",Northeast,Metropolitan,Black or African-American,No,Other or none,Neither,I voted,Kamala Harris
e8d04132-85ab-47cb-8401-a3f2d96797e2,1.462051066,Female,30-49,2-year or associate degree,"$75,000 to under $100,000",Northeast,Metropolitan,Mixed race,Yes,Democrat,,I did not vote,
e5627c58-c857-4e92-84d0-da599981cf06,0.585800885,Female,50-64,Post-graduate degree,"$75,000 to under $100,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
add1872b-c19c-4fbc-afd3-f9d6026d646c,2.277433171,Female,18-29,High school graduate or GED,"Less than $15,000",West,Metropolitan,Some other race,Yes,Other or none,Neither,I did not vote,
8b7a420b-3417-472e-9d3e-9f08aa6c2b3d,2.451021546,Other,18-29,High school graduate or GED,"Less than $15,000",Northeast,Metropolitan,Mixed race,Yes,Independent,Neither,I voted,Someone else
097fa6ca-789f-4d0c-9b1b-ab9b5d88aebe,1.099915005,Female,50-64,High school graduate or GED,"$75,000 to under $100,000",Midwest,Non-metro,White,Yes,Independent,The Republican Party,I voted,Donald Trump
21910e10-4420-40a3-979f-e47b34a679b1,1.070321541,Female,18-29,"Some college, no degree","$50,000 to under $75,000",South,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
f2a59712-6816-4b4c-8ff2-37a8c62f3d7a,1.279789568,Female,18-29,4-year or bachelor degree,"$75,000 to under $100,000",West,Non-metro,White,No,Republican,,I voted,Donald Trump
933977d7-7ea3-4cf6-9288-da42fea9c20b,0.485856724,Female,65+,4-year or bachelor degree,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
2fb6e7ad-aa4c-401e-b24c-3613fd7d7628,0.678116256,Female,30-49,4-year or bachelor degree,"More than $200,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
a18ecdc6-fa39-4751-a7b8-ee0cd8e844e0,1.419766141,Male,18-29,4-year or bachelor degree,"$100,000 to under $150,000",Midwest,Metropolitan,Asian or Asian-American,No,Independent,The Republican Party,I voted,Donald Trump
d7dfd810-12ce-47ea-9aac-ccd053f570ed,0.659761552,Male,30-49,4-year or bachelor degree,"$100,000 to under $150,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
c0bcdb79-e8de-4aad-8080-5759d87fd8ae,0.541413515,Female,30-49,4-year or bachelor degree,"$100,000 to under $150,000",South,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
eb2c458f-f7e9-42fd-a91d-31f5737dd1c5,0.653370197,Male,50-64,"Some college, no degree","$100,000 to under $150,000",West,Metropolitan,Black or African-American,No,Independent,The Republican Party,I voted,Donald Trump
ba61dcc3-ab08-4c3d-b7cb-851d50ed04b6,0.962039295,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Non-metro,Mixed race,Yes,Republican,,,
e797b7a9-e08d-414b-82c1-5e9dbef6ab6d,0.827127862,Male,50-64,4-year or bachelor degree,"$50,000 to under $75,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
67627e2c-b05a-437d-8994-977ac71b8a2c,1.417864465,Male,30-49,High school graduate or GED,"$15,000 to under $50,000",Northeast,Metropolitan,White,No,Republican,,I did not vote,
d55e6a49-f9c1-4d6a-9aac-a423148d548d,0.989842945,Male,65+,4-year or bachelor degree,"$50,000 to under $75,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
e96dd9af-9d55-408a-988a-4ebbeecf40cf,1.209711978,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",West,Metropolitan,White,No,Republican,,I did not vote,
0c3c0ee3-a94c-42f7-9fce-0f41bdeb96f2,0.414053523,Female,50-64,4-year or bachelor degree,"$15,000 to under $50,000",Northeast,Metropolitan,White,Yes,Democrat,,I voted,Kamala Harris
f5a47a1b-a6dd-4034-ae2f-610d0e214ad5,0.596501743,Male,65+,"Some college, no degree","$15,000 to under $50,000",West,Non-metro,White,No,Republican,,I voted,Donald Trump
3bcb9394-01be-44dd-841b-a92878bc5eb8,0.652510429,Male,30-49,High school graduate or GED,"$15,000 to under $50,000",Midwest,Metropolitan,Black or African-American,No,Republican,,I voted,Kamala Harris
7084b3f9-a208-4ea6-b953-b7d0cc55a123,1.737979536,Male,18-29,High school graduate or GED,"$150,000 to under $200,000",South,Metropolitan,Black or African-American,No,Other or none,The Democratic Party,I voted,Kamala Harris
e010745a-0ef4-4e8a-a866-2d898dafdb98,0.685260961,Female,50-64,"Some college, no degree","$15,000 to under $50,000",West,Metropolitan,White,No,Other or none,Neither,I did not vote,
8f5f6013-e59e-4e68-a692-597e8a56eb02,1.062352579,Female,18-29,4-year or bachelor degree,"$75,000 to under $100,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
7bc30cf5-27e6-4c7b-a7e3-727c44ad2d24,2.062192574,Female,18-29,Post-graduate degree,"$100,000 to under $150,000",West,Metropolitan,White,No,Other or none,The Republican Party,I voted,Someone else
9fb0d1fc-7e1d-4637-a522-9c6deab7e909,1.258918857,Female,50-64,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Republican,,I did not vote,
97fcb49a-1cde-4e66-b49f-aeec4e2dc53f,0.486669039,Female,30-49,High school graduate or GED,"Less than $15,000",West,Metropolitan,White,No,Other or none,The Democratic Party,I voted,Kamala Harris
d37d0112-4cfe-4c23-a71e-67bc00c86560,1.934156987,Male,50-64,High school graduate or GED,"$150,000 to under $200,000",Northeast,Metropolitan,Black or African-American,No,Independent,The Republican Party,I did not vote,
78be923f-39b4-41b6-befa-179bcc18be09,2.992661775,Female,18-29,Some high school or less,"$150,000 to under $200,000",South,Metropolitan,Black or African-American,No,Independent,Neither,I was not registered to vote,
e90a713f-6ff5-4ef9-a143-c9d8499eb2fc,0.957865346,Male,65+,4-year or bachelor degree,"More than $200,000",West,Metropolitan,Asian or Asian-American,No,Democrat,,I voted,Kamala Harris
03e080d3-01c7-4a9d-8cc7-c42f6cb35754,0.392380616,Female,65+,"Some college, no degree","$15,000 to under $50,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
b441758a-e98f-4278-b1af-c491ba33577a,0.425270579,Female,50-64,2-year or associate degree,"Less than $15,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
fb78457d-f5cc-461a-ad42-e53dddd49d20,0.759133541,Female,65+,High school graduate or GED,"$15,000 to under $50,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
1ede0277-ebac-48cc-9590-a815e3240e4b,0.634573351,Male,30-49,Post-graduate degree,"$100,000 to under $150,000",West,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
a560d369-868c-48af-87fd-65535c1a552d,0.686598359,Male,50-64,4-year or bachelor degree,"More than $200,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
a430fa73-c904-486f-a16b-e98bac499e00,1.530329321,Male,50-64,Some high school or less,"Less than $15,000",West,Metropolitan,Some other race,Yes,Democrat,,I did not vote,
d63f57db-ea56-42fd-9e9d-3d15471b2e9e,0.37954916,Female,30-49,2-year or associate degree,"$15,000 to under $50,000",Midwest,Metropolitan,Black or African-American,No,Republican,,I voted,Donald Trump
0f233459-b1c2-4cd2-aba5-13bcecb99d6b,1.34667164,Male,30-49,High school graduate or GED,"$50,000 to under $75,000",West,Metropolitan,White,No,Democrat,,,
1a5616f2-8d01-47b8-ac61-5ebc69363e9c,0.830494778,Male,30-49,"Some college, no degree","$75,000 to under $100,000",Northeast,Metropolitan,White,Yes,Independent,The Republican Party,I voted,Donald Trump
ab0b9e2a-bcb4-4e9a-b59c-ef05abe6bb1f,0.53548482,Female,50-64,High school graduate or GED,"Less than $15,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Donald Trump
7e36345d-795d-4337-bf67-2ab6555f90b7,1.062352579,Female,18-29,Post-graduate degree,"$75,000 to under $100,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
0a588e7b-8af1-4ff1-933f-6d593f31ded8,0.884635406,Female,65+,"Some college, no degree","$50,000 to under $75,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
98e0cba9-4d22-4eab-8a1f-9b53f9cc3eed,2.527850853,Female,18-29,High school graduate or GED,"$75,000 to under $100,000",Midwest,Metropolitan,Asian or Asian-American,No,Democrat,,I was too young to vote,
1c306ee1-29eb-44f9-b113-b1726804f1bd,0.315063538,Female,30-49,"Some college, no degree","$15,000 to under $50,000",Northeast,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
97044601-94de-4ed8-a6a7-717d57bdd797,0.701041399,Female,65+,4-year or bachelor degree,"$100,000 to under $150,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
8b582d7c-ca6a-40a5-942a-3b6a0cf5f0a0,1.021794365,Female,18-29,Post-graduate degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Other or none,The Democratic Party,I voted,Kamala Harris
9d68c067-3298-462b-8ddd-c2fbea1c3850,1.059532099,Female,30-49,High school graduate or GED,"$150,000 to under $200,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
a98b048f-f4e3-48c7-b50d-1572359bad10,0.912258436,Female,30-49,Some high school or less,"Less than $15,000",Midwest,Metropolitan,Black or African-American,No,Other or none,Neither,I voted,Someone else
35716600-f2e3-4596-9a56-fbf64c55c0f8,0.617173665,Male,50-64,High school graduate or GED,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
0a53dce0-5654-44ac-ac83-8623e91d9130,0.982198878,Female,30-49,High school graduate or GED,"Less than $15,000",Midwest,Non-metro,White,No,Independent,Neither,I did not vote,
4e670d01-2307-4c91-a227-375e3ede6dc7,0.315063538,Female,30-49,"Some college, no degree","$15,000 to under $50,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
26470705-71e7-494e-bd88-5647f332de62,0.728623923,Male,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,Yes,Democrat,,I voted,Kamala Harris
867918e9-4908-40d6-9994-101d50bccde2,1.462051066,Female,30-49,2-year or associate degree,"$75,000 to under $100,000",Midwest,Metropolitan,White,Yes,Democrat,,I did not vote,
2f7d8a45-5d67-4a12-abd1-fae28c5a5353,0.821668055,Male,65+,Post-graduate degree,"$150,000 to under $200,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
e33e2d15-079e-42a0-94e2-068e3c9b5923,0.949365939,Female,50-64,High school graduate or GED,"$15,000 to under $50,000",Midwest,Metropolitan,Black or African-American,No,Other or none,The Democratic Party,I did not vote,
1135cd82-01fa-4a75-be16-285c9b24348b,1.209711978,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",West,Metropolitan,White,No,Republican,,I did not vote,
a57538c6-b94e-4b25-be83-8281df6c07fa,0.685260961,Female,50-64,"Some college, no degree","Less than $15,000",West,Metropolitan,White,No,Independent,Neither,I did not vote,
